ACCIDENT_NO,SURFACE_COND_DESC,SURFACE_INDEX
T20120000009,Dry,1.0
T20120000012,Dry,1.0
T20120000013,Dry,1.0
T20120000018,Dry,1.0
T20120000021,Dry,1.0
T20120000028,Dry,1.0
T20120000032,Dry,1.0
T20120000043,Dry,1.0
T20120000044,Dry,1.0
T20120000046,Dry,1.0
T20120000050,Dry,1.0
T20120000053,Dry,1.0
T20120000054,Dry,1.0
T20120000056,Dry,1.0
T20120000058,Dry,1.0
T20120000059,Dry,1.0
T20120000060,Dry,1.0
T20120000062,Dry,1.0
T20120000063,Dry,1.0
T20120000064,Dry,1.0
T20120000065,Dry,1.0
T20120000066,Dry,1.0
T20120000079,Dry,1.0
T20120000082,Dry,1.0
T20120000083,Dry,1.0
T20120000084,Dry,1.0
T20120000086,Dry,1.0
T20120000087,Dry,1.0
T20120000090,Dry,1.0
T20120000091,Dry,1.0
T20120000093,Dry,1.0
T20120000096,Dry,1.0
T20120000097,Dry,1.0
T20120000098,Dry,1.0
T20120000099,Dry,1.0
T20120000100,Dry,1.0
T20120000104,Dry,1.0
T20120000109,Dry,1.0
T20120000116,Dry,1.0
T20120000124,Dry,1.0
T20120000131,Dry,1.0
T20120000133,Dry,1.0
T20120000137,Dry,1.0
T20120000138,Dry,1.0
T20120000139,Dry,1.0
T20120000141,Dry,1.0
T20120000142,Dry,1.0
T20120000146,Dry,1.0
T20120000147,Dry,1.0
T20120000148,Dry,1.0
T20120000152,Wet,2.0
T20120000155,Dry,1.0
T20120000165,Dry,1.0
T20120000167,Dry,1.0
T20120000169,Dry,1.0
T20120000174,Dry,1.0
T20120000178,Dry,1.0
T20120000185,Wet,2.0
T20120000186,Wet,2.0
T20120000190,Wet,2.0
T20120000195,Wet,2.0
T20120000196,Wet,2.0
T20120000204,Wet,2.0
T20120000205,Dry,1.0
T20120000206,Dry,1.0
T20120000211,Dry,1.0
T20120000214,Dry,1.0
T20120000216,Dry,1.0
T20120000224,Dry,1.0
T20120000225,Dry,1.0
T20120000227,Dry,1.0
T20120000237,Dry,1.0
T20120000238,Dry,1.0
T20120000242,Dry,1.0
T20120000245,Dry,1.0
T20120000246,Dry,1.0
T20120000251,Dry,1.0
T20120000253,Dry,1.0
T20120000255,Dry,1.0
T20120000256,Dry,1.0
T20120000258,Dry,1.0
T20120000263,Dry,1.0
T20120000264,Dry,1.0
T20120000274,Dry,1.0
T20120000275,Dry,1.0
T20120000277,Dry,1.0
T20120000278,Dry,1.0
T20120000279,Dry,1.0
T20120000285,Dry,1.0
T20120000286,Dry,1.0
T20120000293,Dry,1.0
T20120000300,Dry,1.0
T20120000304,Dry,1.0
T20120000306,Dry,1.0
T20120000307,Dry,1.0
T20120000314,Dry,1.0
T20120000315,Dry,1.0
T20120000318,Dry,1.0
T20120000321,Dry,1.0
T20120000323,Dry,1.0
T20120000328,Dry,1.0
T20120000329,Dry,1.0
T20120000334,Dry,1.0
T20120000338,Dry,1.0
T20120000342,Dry,1.0
T20120000343,Dry,1.0
T20120000351,Dry,1.0
T20120000352,Dry,1.0
T20120000353,Dry,1.0
T20120000356,Dry,1.0
T20120000361,Dry,1.0
T20120000367,Dry,1.0
T20120000371,Dry,1.0
T20120000375,Dry,1.0
T20120000376,Dry,1.0
T20120000377,Dry,1.0
T20120000382,Dry,1.0
T20120000388,Dry,1.0
T20120000390,Dry,1.0
T20120000391,Dry,1.0
T20120000396,Dry,1.0
T20120000400,Dry,1.0
T20120000403,Dry,1.0
T20120000404,Dry,1.0
T20120000410,Dry,1.0
T20120000411,Dry,1.0
T20120000414,Dry,1.0
T20120000415,Dry,1.0
T20120000417,Dry,1.0
T20120000422,Dry,1.0
T20120000424,Dry,1.0
T20120000425,Dry,1.0
T20120000427,Dry,1.0
T20120000428,Dry,1.0
T20120000429,Dry,1.0
T20120000430,Dry,1.0
T20120000431,Dry,1.0
T20120000433,Dry,1.0
T20120000434,Dry,1.0
T20120000435,Dry,1.0
T20120000436,Dry,1.0
T20120000447,Dry,1.0
T20120000449,Dry,1.0
T20120000450,Dry,1.0
T20120000452,Dry,1.0
T20120000453,Dry,1.0
T20120000457,Wet,2.0
T20120000458,Dry,1.0
T20120000461,Dry,1.0
T20120000465,Wet,2.0
T20120000466,Dry,1.0
T20120000475,Wet,2.0
T20120000476,Wet,2.0
T20120000477,Dry,1.0
T20120000480,Wet,2.0
T20120000484,Wet,2.0
T20120000485,Wet,2.0
T20120000486,Wet,2.0
T20120000487,Wet,2.0
T20120000492,Dry,1.0
T20120000493,Wet,2.0
T20120000498,Wet,2.0
T20120000499,Wet,2.0
T20120000501,Dry,1.0
T20120000502,Wet,2.0
T20120000506,Dry,1.0
T20120000507,Dry,1.0
T20120000510,Dry,1.0
T20120000519,Wet,2.0
T20120000527,Dry,1.0
T20120000529,Dry,1.0
T20120000531,Dry,1.0
T20120000533,Dry,1.0
T20120000537,Dry,1.0
T20120000539,Dry,1.0
T20120000540,Dry,1.0
T20120000541,Dry,1.0
T20120000543,Dry,1.0
T20120000544,Dry,1.0
T20120000545,Dry,1.0
T20120000554,Dry,1.0
T20120000557,Dry,1.0
T20120000565,Dry,1.0
T20120000568,Dry,1.0
T20120000574,Dry,1.0
T20120000578,Dry,1.0
T20120000579,Dry,1.0
T20120000592,Dry,1.0
T20120000593,Dry,1.0
T20120000595,Dry,1.0
T20120000598,Dry,1.0
T20120000601,Dry,1.0
T20120000602,Dry,1.0
T20120000603,Dry,1.0
T20120000608,Dry,1.0
T20120000610,Dry,1.0
T20120000615,Dry,1.0
T20120000616,Dry,1.0
T20120000617,Dry,1.0
T20120000620,Dry,1.0
T20120000621,Dry,1.0
T20120000623,Dry,1.0
T20120000630,Dry,1.0
T20120000631,Wet,2.0
T20120000632,Wet,2.0
T20120000638,Dry,1.0
T20120000641,Dry,1.0
T20120000645,Dry,1.0
T20120000646,Dry,1.0
T20120000648,Dry,1.0
T20120000650,Dry,1.0
T20120000655,Dry,1.0
T20120000659,Dry,1.0
T20120000664,Wet,2.0
T20120000665,Dry,1.0
T20120000672,Dry,1.0
T20120000673,Dry,1.0
T20120000674,Dry,1.0
T20120000675,Dry,1.0
T20120000676,Dry,1.0
T20120000678,Dry,1.0
T20120000686,Dry,1.0
T20120000698,Dry,1.0
T20120000706,Wet,2.0
T20120000709,Wet,2.0
T20120000714,Dry,1.0
T20120000715,Dry,1.0
T20120000717,Dry,1.0
T20120000718,Dry,1.0
T20120000719,Wet,2.0
T20120000727,Dry,1.0
T20120000728,Dry,1.0
T20120000730,Dry,1.0
T20120000732,Dry,1.0
T20120000736,Wet,2.0
T20120000739,Wet,2.0
T20120000740,Wet,2.0
T20120000742,Dry,1.0
T20120000744,Wet,2.0
T20120000745,Dry,1.0
T20120000747,Wet,2.0
T20120000750,Dry,1.0
T20120000751,Dry,1.0
T20120000752,Wet,2.0
T20120000754,Wet,2.0
T20120000759,Dry,1.0
T20120000761,Wet,2.0
T20120000764,Dry,1.0
T20120000768,Dry,1.0
T20120000771,Dry,1.0
T20120000779,Dry,1.0
T20120000781,Dry,1.0
T20120000782,Dry,1.0
T20120000783,Dry,1.0
T20120000791,Wet,2.0
T20120000792,Dry,1.0
T20120000797,Dry,1.0
T20120000798,Wet,2.0
T20120000799,Dry,1.0
T20120000800,Dry,1.0
T20120000804,Wet,2.0
T20120000812,Wet,2.0
T20120000813,Dry,1.0
T20120000814,Wet,2.0
T20120000818,Dry,1.0
T20120000819,Wet,2.0
T20120000821,Dry,1.0
T20120000822,Dry,1.0
T20120000824,Dry,1.0
T20120000826,Dry,1.0
T20120000829,Wet,2.0
T20120000830,Dry,1.0
T20120000831,Dry,1.0
T20120000833,Dry,1.0
T20120000834,Wet,2.0
T20120000835,Dry,1.0
T20120000837,Wet,2.0
T20120000838,Dry,1.0
T20120000840,Dry,1.0
T20120000844,Dry,1.0
T20120000845,Dry,1.0
T20120000847,Dry,1.0
T20120000848,Wet,2.0
T20120000849,Dry,1.0
T20120000850,Dry,1.0
T20120000855,Dry,1.0
T20120000858,Dry,1.0
T20120000859,Dry,1.0
T20120000862,Dry,1.0
T20120000863,Dry,1.0
T20120000864,Dry,1.0
T20120000865,Dry,1.0
T20120000867,Dry,1.0
T20120000868,Dry,1.0
T20120000870,Wet,2.0
T20120000871,Dry,1.0
T20120000874,Dry,1.0
T20120000876,Dry,1.0
T20120000877,Wet,2.0
T20120000880,Dry,1.0
T20120000885,Dry,1.0
T20120000887,Wet,2.0
T20120000888,Wet,2.0
T20120000894,Wet,2.0
T20120000897,Wet,2.0
T20120000899,Dry,1.0
T20120000900,Dry,1.0
T20120000902,Dry,1.0
T20120000905,Dry,1.0
T20120000906,Dry,1.0
T20120000915,Dry,1.0
T20120000919,Dry,1.0
T20120000920,Dry,1.0
T20120000924,Dry,1.0
T20120000925,Dry,1.0
T20120000927,Dry,1.0
T20120000930,Dry,1.0
T20120000939,Wet,2.0
T20120000941,Wet,2.0
T20120000942,Dry,1.0
T20120000943,Dry,1.0
T20120000945,Wet,2.0
T20120000947,Dry,1.0
T20120000949,Dry,1.0
T20120000955,Wet,2.0
T20120000960,Dry,1.0
T20120000961,Dry,1.0
T20120000968,Dry,1.0
T20120000974,Dry,1.0
T20120000976,Dry,1.0
T20120000978,Dry,1.0
T20120000979,Dry,1.0
T20120000980,Dry,1.0
T20120000990,Dry,1.0
T20120000992,Dry,1.0
T20120000994,Dry,1.0
T20120000995,Dry,1.0
T20120001000,Dry,1.0
T20120001007,Dry,1.0
T20120001015,Dry,1.0
T20120001016,Dry,1.0
T20120001019,Dry,1.0
T20120001026,Dry,1.0
T20120001033,Dry,1.0
T20120001035,Dry,1.0
T20120001037,Dry,1.0
T20120001040,Dry,1.0
T20120001041,Dry,1.0
T20120001042,Dry,1.0
T20120001047,Dry,1.0
T20120001050,Dry,1.0
T20120001051,Dry,1.0
T20120001052,Dry,1.0
T20120001053,Dry,1.0
T20120001054,Dry,1.0
T20120001055,Dry,1.0
T20120001057,Dry,1.0
T20120001059,Dry,1.0
T20120001061,Dry,1.0
T20120001063,Dry,1.0
T20120001064,Dry,1.0
T20120001065,Dry,1.0
T20120001066,Dry,1.0
T20120001067,Dry,1.0
T20120001068,Dry,1.0
T20120001069,Dry,1.0
T20120001070,Dry,1.0
T20120001073,Dry,1.0
T20120001074,Dry,1.0
T20120001075,Dry,1.0
T20120001078,Dry,1.0
T20120001079,Dry,1.0
T20120001080,Dry,1.0
T20120001081,Dry,1.0
T20120001082,Dry,1.0
T20120001083,Dry,1.0
T20120001085,Dry,1.0
T20120001089,Dry,1.0
T20120001091,Dry,1.0
T20120001096,Dry,1.0
T20120001100,Dry,1.0
T20120001102,Dry,1.0
T20120001104,Dry,1.0
T20120001106,Dry,1.0
T20120001110,Dry,1.0
T20120001113,Dry,1.0
T20120001116,Dry,1.0
T20120001118,Dry,1.0
T20120001120,Dry,1.0
T20120001123,Dry,1.0
T20120001124,Dry,1.0
T20120001128,Dry,1.0
T20120001129,Dry,1.0
T20120001131,Dry,1.0
T20120001132,Dry,1.0
T20120001135,Dry,1.0
T20120001137,Dry,1.0
T20120001140,Dry,1.0
T20120001145,Dry,1.0
T20120001148,Dry,1.0
T20120001149,Dry,1.0
T20120001150,Dry,1.0
T20120001152,Dry,1.0
T20120001156,Dry,1.0
T20120001159,Dry,1.0
T20120001160,Dry,1.0
T20120001161,Dry,1.0
T20120001162,Dry,1.0
T20120001164,Dry,1.0
T20120001165,Dry,1.0
T20120001166,Dry,1.0
T20120001169,Dry,1.0
T20120001173,Dry,1.0
T20120001179,Dry,1.0
T20120001180,Dry,1.0
T20120001183,Dry,1.0
T20120001185,Dry,1.0
T20120001187,Dry,1.0
T20120001190,Dry,1.0
T20120001191,Dry,1.0
T20120001194,Dry,1.0
T20120001197,Dry,1.0
T20120001198,Dry,1.0
T20120001209,Dry,1.0
T20120001210,Dry,1.0
T20120001215,Dry,1.0
T20120001216,Dry,1.0
T20120001223,Dry,1.0
T20120001225,Dry,1.0
T20120001227,Dry,1.0
T20120001229,Dry,1.0
T20120001231,Dry,1.0
T20120001234,Dry,1.0
T20120001239,Dry,1.0
T20120001242,Dry,1.0
T20120001243,Dry,1.0
T20120001244,Dry,1.0
T20120001245,Dry,1.0
T20120001248,Dry,1.0
T20120001250,Dry,1.0
T20120001251,Dry,1.0
T20120001258,Dry,1.0
T20120001259,Dry,1.0
T20120001260,Dry,1.0
T20120001264,Dry,1.0
T20120001271,Dry,1.0
T20120001272,Dry,1.0
T20120001274,Dry,1.0
T20120001275,Dry,1.0
T20120001278,Wet,2.0
T20120001281,Dry,1.0
T20120001283,Dry,1.0
T20120001289,Dry,1.0
T20120001290,Dry,1.0
T20120001291,Dry,1.0
T20120001292,Dry,1.0
T20120001293,Dry,1.0
T20120001296,Dry,1.0
T20120001298,Dry,1.0
T20120001299,Dry,1.0
T20120001300,Dry,1.0
T20120001301,Dry,1.0
T20120001302,Dry,1.0
T20120001303,Wet,2.0
T20120001306,Dry,1.0
T20120001309,Dry,1.0
T20120001311,Dry,1.0
T20120001312,Dry,1.0
T20120001314,Dry,1.0
T20120001316,Dry,1.0
T20120001318,Dry,1.0
T20120001323,Dry,1.0
T20120001326,Dry,1.0
T20120001339,Dry,1.0
T20120001340,Dry,1.0
T20120001343,Dry,1.0
T20120001344,Dry,1.0
T20120001347,Wet,2.0
T20120001354,Dry,1.0
T20120001355,Dry,1.0
T20120001356,Dry,1.0
T20120001357,Dry,1.0
T20120001361,Dry,1.0
T20120001364,Dry,1.0
T20120001366,Dry,1.0
T20120001370,Dry,1.0
T20120001371,Dry,1.0
T20120001372,Dry,1.0
T20120001374,Dry,1.0
T20120001375,Dry,1.0
T20120001378,Dry,1.0
T20120001382,Dry,1.0
T20120001390,Dry,1.0
T20120001391,Dry,1.0
T20120001392,Dry,1.0
T20120001395,Dry,1.0
T20120001399,Dry,1.0
T20120001400,Dry,1.0
T20120001401,Dry,1.0
T20120001406,Dry,1.0
T20120001407,Dry,1.0
T20120001408,Dry,1.0
T20120001410,Dry,1.0
T20120001411,Dry,1.0
T20120001412,Dry,1.0
T20120001413,Dry,1.0
T20120001415,Dry,1.0
T20120001417,Dry,1.0
T20120001419,Dry,1.0
T20120001421,Dry,1.0
T20120001422,Dry,1.0
T20120001426,Dry,1.0
T20120001427,Dry,1.0
T20120001431,Dry,1.0
T20120001435,Wet,2.0
T20120001437,Dry,1.0
T20120001438,Dry,1.0
T20120001441,Dry,1.0
T20120001444,Dry,1.0
T20120001448,Dry,1.0
T20120001449,Dry,1.0
T20120001452,Dry,1.0
T20120001456,Dry,1.0
T20120001457,Dry,1.0
T20120001458,Icy,5.0
T20120001460,Dry,1.0
T20120001461,Dry,1.0
T20120001462,Dry,1.0
T20120001463,Dry,1.0
T20120001467,Dry,1.0
T20120001469,Dry,1.0
T20120001470,Dry,1.0
T20120001475,Dry,1.0
T20120001476,Dry,1.0
T20120001477,Dry,1.0
T20120001478,Dry,1.0
T20120001479,Dry,1.0
T20120001483,Dry,1.0
T20120001485,Dry,1.0
T20120001488,Dry,1.0
T20120001489,Dry,1.0
T20120001491,Dry,1.0
T20120001494,Dry,1.0
T20120001496,Dry,1.0
T20120001497,Dry,1.0
T20120001500,Dry,1.0
T20120001501,Dry,1.0
T20120001502,Dry,1.0
T20120001503,Dry,1.0
T20120001504,Dry,1.0
T20120001509,Dry,1.0
T20120001512,Dry,1.0
T20120001514,Dry,1.0
T20120001515,Dry,1.0
T20120001516,Dry,1.0
T20120001520,Dry,1.0
T20120001523,Dry,1.0
T20120001527,Dry,1.0
T20120001529,Dry,1.0
T20120001531,Dry,1.0
T20120001532,Dry,1.0
T20120001534,Dry,1.0
T20120001536,Dry,1.0
T20120001538,Dry,1.0
T20120001539,Dry,1.0
T20120001541,Dry,1.0
T20120001542,Dry,1.0
T20120001543,Dry,1.0
T20120001547,Dry,1.0
T20120001549,Dry,1.0
T20120001550,Dry,1.0
T20120001551,Dry,1.0
T20120001553,Dry,1.0
T20120001555,Dry,1.0
T20120001557,Dry,1.0
T20120001558,Dry,1.0
T20120001559,Dry,1.0
T20120001561,Dry,1.0
T20120001562,Dry,1.0
T20120001566,Dry,1.0
T20120001567,Dry,1.0
T20120001568,Dry,1.0
T20120001569,Dry,1.0
T20120001571,Dry,1.0
T20120001576,Dry,1.0
T20120001578,Dry,1.0
T20120001584,Dry,1.0
T20120001586,Dry,1.0
T20120001587,Dry,1.0
T20120001591,Dry,1.0
T20120001592,Dry,1.0
T20120001597,Dry,1.0
T20120001602,Dry,1.0
T20120001603,Dry,1.0
T20120001608,Dry,1.0
T20120001611,Dry,1.0
T20120001614,Dry,1.0
T20120001615,Dry,1.0
T20120001617,Dry,1.0
T20120001618,Dry,1.0
T20120001619,Dry,1.0
T20120001620,Dry,1.0
T20120001621,Dry,1.0
T20120001630,Dry,1.0
T20120001632,Dry,1.0
T20120001641,Dry,1.0
T20120001642,Dry,1.0
T20120001643,Dry,1.0
T20120001644,Dry,1.0
T20120001647,Dry,1.0
T20120001654,Dry,1.0
T20120001656,Dry,1.0
T20120001657,Dry,1.0
T20120001661,Dry,1.0
T20120001663,Dry,1.0
T20120001665,Dry,1.0
T20120001667,Dry,1.0
T20120001668,Dry,1.0
T20120001669,Dry,1.0
T20120001670,Dry,1.0
T20120001671,Dry,1.0
T20120001673,Dry,1.0
T20120001677,Dry,1.0
T20120001679,Dry,1.0
T20120001686,Dry,1.0
T20120001687,Wet,2.0
T20120001689,Dry,1.0
T20120001693,Dry,1.0
T20120001696,Dry,1.0
T20120001700,Dry,1.0
T20120001702,Dry,1.0
T20120001707,Dry,1.0
T20120001708,Dry,1.0
T20120001709,Dry,1.0
T20120001710,Dry,1.0
T20120001712,Dry,1.0
T20120001713,Dry,1.0
T20120001715,Dry,1.0
T20120001716,Dry,1.0
T20120001718,Dry,1.0
T20120001719,Dry,1.0
T20120001724,Dry,1.0
T20120001725,Dry,1.0
T20120001727,Dry,1.0
T20120001732,Dry,1.0
T20120001733,Dry,1.0
T20120001734,Dry,1.0
T20120001735,Dry,1.0
T20120001740,Dry,1.0
T20120001742,Dry,1.0
T20120001743,Dry,1.0
T20120001744,Dry,1.0
T20120001746,Dry,1.0
T20120001747,Dry,1.0
T20120001748,Dry,1.0
T20120001750,Dry,1.0
T20120001759,Dry,1.0
T20120001760,Dry,1.0
T20120001763,Dry,1.0
T20120001765,Dry,1.0
T20120001770,Dry,1.0
T20120001771,Dry,1.0
T20120001772,Dry,1.0
T20120001773,Dry,1.0
T20120001777,Dry,1.0
T20120001778,Dry,1.0
T20120001780,Dry,1.0
T20120001781,Dry,1.0
T20120001782,Dry,1.0
T20120001783,Dry,1.0
T20120001786,Dry,1.0
T20120001787,Dry,1.0
T20120001791,Dry,1.0
T20120001793,Dry,1.0
T20120001794,Dry,1.0
T20120001795,Dry,1.0
T20120001797,Dry,1.0
T20120001802,Dry,1.0
T20120001804,Dry,1.0
T20120001808,Dry,1.0
T20120001809,Dry,1.0
T20120001818,Dry,1.0
T20120001820,Dry,1.0
T20120001821,Dry,1.0
T20120001822,Dry,1.0
T20120001824,Dry,1.0
T20120001825,Dry,1.0
T20120001826,Dry,1.0
T20120001827,Dry,1.0
T20120001830,Dry,1.0
T20120001833,Dry,1.0
T20120001837,Dry,1.0
T20120001840,Dry,1.0
T20120001843,Dry,1.0
T20120001847,Dry,1.0
T20120001849,Dry,1.0
T20120001851,Dry,1.0
T20120001852,Dry,1.0
T20120001853,Dry,1.0
T20120001855,Dry,1.0
T20120001859,Dry,1.0
T20120001860,Dry,1.0
T20120001864,Dry,1.0
T20120001865,Dry,1.0
T20120001870,Dry,1.0
T20120001872,Dry,1.0
T20120001873,Dry,1.0
T20120001876,Dry,1.0
T20120001879,Dry,1.0
T20120001883,Dry,1.0
T20120001884,Dry,1.0
T20120001888,Dry,1.0
T20120001891,Dry,1.0
T20120001894,Dry,1.0
T20120001898,Dry,1.0
T20120001900,Dry,1.0
T20120001906,Dry,1.0
T20120001910,Dry,1.0
T20120001916,Dry,1.0
T20120001921,Dry,1.0
T20120001925,Dry,1.0
T20120001928,Dry,1.0
T20120001930,Dry,1.0
T20120001932,Dry,1.0
T20120001934,Dry,1.0
T20120001935,Dry,1.0
T20120001942,Dry,1.0
T20120001944,Dry,1.0
T20120001948,Dry,1.0
T20120001951,Dry,1.0
T20120001952,Dry,1.0
T20120001954,Dry,1.0
T20120001955,Dry,1.0
T20120001956,Dry,1.0
T20120001960,Dry,1.0
T20120001962,Dry,1.0
T20120001965,Dry,1.0
T20120001967,Dry,1.0
T20120001969,Dry,1.0
T20120001971,Dry,1.0
T20120001975,Dry,1.0
T20120001978,Dry,1.0
T20120001980,Dry,1.0
T20120001981,Dry,1.0
T20120001984,Dry,1.0
T20120001985,Dry,1.0
T20120001989,Dry,1.0
T20120001990,Dry,1.0
T20120001991,Dry,1.0
T20120001994,Dry,1.0
T20120001995,Dry,1.0
T20120001996,Dry,1.0
T20120001998,Dry,1.0
T20120001999,Dry,1.0
T20120002002,Dry,1.0
T20120002003,Dry,1.0
T20120002008,Dry,1.0
T20120002011,Dry,1.0
T20120002012,Dry,1.0
T20120002013,Dry,1.0
T20120002014,Dry,1.0
T20120002015,Dry,1.0
T20120002018,Dry,1.0
T20120002022,Dry,1.0
T20120002025,Dry,1.0
T20120002032,Dry,1.0
T20120002034,Dry,1.0
T20120002037,Dry,1.0
T20120002038,Dry,1.0
T20120002042,Dry,1.0
T20120002043,Dry,1.0
T20120002046,Dry,1.0
T20120002048,Dry,1.0
T20120002050,Dry,1.0
T20120002051,Dry,1.0
T20120002056,Dry,1.0
T20120002059,Dry,1.0
T20120002060,Dry,1.0
T20120002061,Dry,1.0
T20120002066,Dry,1.0
T20120002067,Dry,1.0
T20120002068,Dry,1.0
T20120002073,Dry,1.0
T20120002074,Dry,1.0
T20120002076,Dry,1.0
T20120002079,Dry,1.0
T20120002082,Dry,1.0
T20120002083,Dry,1.0
T20120002084,Dry,1.0
T20120002090,Dry,1.0
T20120002094,Dry,1.0
T20120002095,Dry,1.0
T20120002096,Dry,1.0
T20120002097,Dry,1.0
T20120002102,Dry,1.0
T20120002105,Dry,1.0
T20120002106,Dry,1.0
T20120002108,Dry,1.0
T20120002110,Dry,1.0
T20120002114,Dry,1.0
T20120002115,Dry,1.0
T20120002116,Dry,1.0
T20120002117,Dry,1.0
T20120002119,Dry,1.0
T20120002120,Dry,1.0
T20120002121,Dry,1.0
T20120002122,Dry,1.0
T20120002123,Dry,1.0
T20120002124,Dry,1.0
T20120002125,Dry,1.0
T20120002126,Dry,1.0
T20120002127,Dry,1.0
T20120002129,Dry,1.0
T20120002130,Dry,1.0
T20120002132,Dry,1.0
T20120002134,Dry,1.0
T20120002138,Dry,1.0
T20120002139,Dry,1.0
T20120002141,Dry,1.0
T20120002142,Dry,1.0
T20120002145,Dry,1.0
T20120002146,Dry,1.0
T20120002149,Dry,1.0
T20120002156,Dry,1.0
T20120002161,Dry,1.0
T20120002163,Dry,1.0
T20120002165,Dry,1.0
T20120002170,Dry,1.0
T20120002176,Dry,1.0
T20120002177,Dry,1.0
T20120002179,Dry,1.0
T20120002181,Dry,1.0
T20120002182,Dry,1.0
T20120002184,Dry,1.0
T20120002185,Dry,1.0
T20120002189,Dry,1.0
T20120002191,Dry,1.0
T20120002195,Dry,1.0
T20120002197,Dry,1.0
T20120002199,Dry,1.0
T20120002200,Wet,2.0
T20120002202,Dry,1.0
T20120002203,Dry,1.0
T20120002206,Dry,1.0
T20120002211,Dry,1.0
T20120002215,Wet,2.0
T20120002216,Wet,2.0
T20120002217,Wet,2.0
T20120002221,Wet,2.0
T20120002223,Dry,1.0
T20120002224,Dry,1.0
T20120002227,Wet,2.0
T20120002228,Wet,2.0
T20120002232,Wet,2.0
T20120002236,Dry,1.0
T20120002238,Wet,2.0
T20120002241,Wet,2.0
T20120002242,Dry,1.0
T20120002246,Dry,1.0
T20120002248,Dry,1.0
T20120002251,Wet,2.0
T20120002253,Wet,2.0
T20120002256,Wet,2.0
T20120002257,Dry,1.0
T20120002259,Wet,2.0
T20120002263,Dry,1.0
T20120002267,Dry,1.0
T20120002268,Dry,1.0
T20120002271,Dry,1.0
T20120002273,Wet,2.0
T20120002275,Dry,1.0
T20120002276,Wet,2.0
T20120002279,Dry,1.0
T20120002283,Dry,1.0
T20120002285,Dry,1.0
T20120002286,Muddy,3.0
T20120002287,Dry,1.0
T20120002289,Dry,1.0
T20120002290,Wet,2.0
T20120002293,Wet,2.0
T20120002294,Dry,1.0
T20120002295,Dry,1.0
T20120002298,Dry,1.0
T20120002301,Dry,1.0
T20120002302,Wet,2.0
T20120002309,Wet,2.0
T20120002310,Dry,1.0
T20120002312,Wet,2.0
T20120002320,Dry,1.0
T20120002323,Dry,1.0
T20120002326,Dry,1.0
T20120002328,Dry,1.0
T20120002329,Dry,1.0
T20120002330,Wet,2.0
T20120002332,Dry,1.0
T20120002337,Dry,1.0
T20120002341,Dry,1.0
T20120002342,Wet,2.0
T20120002344,Wet,2.0
T20120002345,Wet,2.0
T20120002348,Dry,1.0
T20120002350,Dry,1.0
T20120002351,Dry,1.0
T20120002354,Dry,1.0
T20120002355,Dry,1.0
T20120002356,Dry,1.0
T20120002363,Dry,1.0
T20120002366,Dry,1.0
T20120002367,Dry,1.0
T20120002371,Dry,1.0
T20120002372,Wet,2.0
T20120002377,Dry,1.0
T20120002379,Dry,1.0
T20120002380,Dry,1.0
T20120002381,Dry,1.0
T20120002382,Dry,1.0
T20120002384,Dry,1.0
T20120002387,Dry,1.0
T20120002390,Dry,1.0
T20120002391,Dry,1.0
T20120002393,Dry,1.0
T20120002394,Dry,1.0
T20120002397,Dry,1.0
T20120002410,Dry,1.0
T20120002412,Dry,1.0
T20120002414,Dry,1.0
T20120002415,Dry,1.0
T20120002417,Dry,1.0
T20120002420,Dry,1.0
T20120002421,Dry,1.0
T20120002423,Dry,1.0
T20120002424,Dry,1.0
T20120002425,Wet,2.0
T20120002429,Dry,1.0
T20120002435,Dry,1.0
T20120002439,Dry,1.0
T20120002440,Dry,1.0
T20120002443,Dry,1.0
T20120002444,Dry,1.0
T20120002447,Dry,1.0
T20120002450,Dry,1.0
T20120002451,Dry,1.0
T20120002452,Dry,1.0
T20120002462,Dry,1.0
T20120002464,Dry,1.0
T20120002473,Dry,1.0
T20120002474,Dry,1.0
T20120002475,Dry,1.0
T20120002478,Dry,1.0
T20120002479,Dry,1.0
T20120002480,Dry,1.0
T20120002482,Dry,1.0
T20120002486,Dry,1.0
T20120002488,Dry,1.0
T20120002490,Dry,1.0
T20120002498,Dry,1.0
T20120002499,Dry,1.0
T20120002500,Dry,1.0
T20120002501,Dry,1.0
T20120002502,Dry,1.0
T20120002507,Dry,1.0
T20120002508,Dry,1.0
T20120002509,Dry,1.0
T20120002510,Dry,1.0
T20120002515,Dry,1.0
T20120002517,Dry,1.0
T20120002518,Dry,1.0
T20120002519,Dry,1.0
T20120002520,Dry,1.0
T20120002521,Dry,1.0
T20120002522,Dry,1.0
T20120002527,Dry,1.0
T20120002529,Dry,1.0
T20120002530,Dry,1.0
T20120002535,Dry,1.0
T20120002537,Dry,1.0
T20120002539,Dry,1.0
T20120002545,Dry,1.0
T20120002547,Dry,1.0
T20120002549,Dry,1.0
T20120002550,Dry,1.0
T20120002551,Dry,1.0
T20120002552,Dry,1.0
T20120002563,Dry,1.0
T20120002569,Dry,1.0
T20120002573,Dry,1.0
T20120002575,Dry,1.0
T20120002576,Dry,1.0
T20120002577,Dry,1.0
T20120002579,Dry,1.0
T20120002580,Dry,1.0
T20120002582,Dry,1.0
T20120002583,Dry,1.0
T20120002585,Dry,1.0
T20120002591,Dry,1.0
T20120002595,Dry,1.0
T20120002596,Dry,1.0
